contract_number,status_date,contract_status,delinquency_bucket,outstanding_balance
CTR000086,2025-07-01,ACTIVE,CURRENT,14244.5
CTR000086,2025-08-01,ACTIVE,CURRENT,14014.75
CTR000086,2025-09-01,ACTIVE,CURRENT,13785.0
CTR000086,2025-10-01,ACTIVE,CURRENT,13555.25
CTR000086,2025-11-01,ACTIVE,CURRENT,13325.5
CTR000086,2025-12-01,DELINQUENT,1-30,13095.75
CTR000086,2026-01-01,ACTIVE,CURRENT,12866.0
CTR000086,2026-02-01,ACTIVE,CURRENT,12636.25
CTR000086,2026-03-01,ACTIVE,CURRENT,12406.5
CTR000086,2026-04-01,ACTIVE,CURRENT,12176.75
CTR000086,2026-05-01,DELINQUENT,61-90,11947.0
CTR000087,2023-07-09,ACTIVE,CURRENT,23261.0
CTR000087,2023-08-01,ACTIVE,CURRENT,22614.86
CTR000087,2023-09-01,ACTIVE,CURRENT,21968.72
CTR000087,2023-10-01,ACTIVE,CURRENT,21322.58
CTR000087,2023-11-01,ACTIVE,CURRENT,20676.44
CTR000087,2023-12-01,ACTIVE,CURRENT,20030.31
CTR000087,2024-01-01,ACTIVE,CURRENT,19384.17
CTR000087,2024-02-01,ACTIVE,CURRENT,18738.03
CTR000087,2024-03-01,ACTIVE,CURRENT,18091.89
CTR000087,2024-04-01,ACTIVE,CURRENT,17445.75
CTR000087,2024-05-01,ACTIVE,CURRENT,16799.61
CTR000087,2024-06-01,ACTIVE,CURRENT,16153.47
CTR000087,2024-07-01,ACTIVE,CURRENT,15507.33
CTR000087,2024-08-01,ACTIVE,CURRENT,14861.19
CTR000087,2024-09-01,ACTIVE,CURRENT,14215.06
CTR000087,2024-10-01,DELINQUENT,61-90,13568.92
CTR000087,2024-11-01,ACTIVE,CURRENT,12922.78
CTR000087,2024-12-01,ACTIVE,CURRENT,12276.64
CTR000087,2025-01-01,ACTIVE,CURRENT,11630.5
CTR000087,2025-02-01,ACTIVE,CURRENT,10984.36
CTR000087,2025-03-01,ACTIVE,CURRENT,10338.22
CTR000087,2025-04-01,ACTIVE,CURRENT,9692.08
CTR000087,2025-05-01,ACTIVE,CURRENT,9045.94
CTR000087,2025-06-01,ACTIVE,CURRENT,8399.81
CTR000088,2025-03-07,ACTIVE,CURRENT,62539.0
CTR000088,2025-04-01,DELINQUENT,1-30,61236.1
CTR000088,2025-05-01,ACTIVE,CURRENT,59933.21
CTR000088,2025-06-01,ACTIVE,CURRENT,58630.31
CTR000088,2025-07-01,ACTIVE,CURRENT,57327.42
CTR000088,2025-08-01,ACTIVE,CURRENT,56024.52
CTR000088,2025-09-01,ACTIVE,CURRENT,54721.62
CTR000088,2025-10-01,ACTIVE,CURRENT,53418.73
CTR000088,2025-11-01,ACTIVE,CURRENT,52115.83
CTR000088,2025-12-01,ACTIVE,CURRENT,50812.94
CTR000088,2026-01-01,ACTIVE,CURRENT,49510.04
CTR000088,2026-02-01,ACTIVE,CURRENT,48207.15
CTR000088,2026-03-01,DELINQUENT,31-60,46904.25
CTR000088,2026-04-01,ACTIVE,CURRENT,45601.35
CTR000088,2026-05-01,ACTIVE,CURRENT,44298.46
CTR000089,2025-04-22,DELINQUENT,61-90,66252.0
CTR000089,2025-05-01,ACTIVE,CURRENT,65331.83
CTR000089,2025-06-01,ACTIVE,CURRENT,64411.67
CTR000089,2025-07-01,ACTIVE,CURRENT,63491.5
CTR000089,2025-08-01,ACTIVE,CURRENT,62571.33
CTR000089,2025-09-01,DELINQUENT,31-60,61651.17
CTR000089,2025-10-01,DELINQUENT,31-60,60731.0
CTR000089,2025-11-01,ACTIVE,CURRENT,59810.83
CTR000089,2025-12-01,ACTIVE,CURRENT,58890.67
CTR000089,2026-01-01,ACTIVE,CURRENT,57970.5
CTR000089,2026-02-01,ACTIVE,CURRENT,57050.33
CTR000089,2026-03-01,ACTIVE,CURRENT,56130.17
CTR000089,2026-04-01,ACTIVE,CURRENT,55210.0
CTR000089,2026-05-01,ACTIVE,CURRENT,54289.83
CTR000090,2026-05-05,ACTIVE,CURRENT,54009.0
CTR000091,2024-06-15,ACTIVE,CURRENT,58299.0
CTR000091,2024-07-01,ACTIVE,CURRENT,57327.35
CTR000091,2024-08-01,ACTIVE,CURRENT,56355.7
CTR000091,2024-09-01,ACTIVE,CURRENT,55384.05
CTR000091,2024-10-01,ACTIVE,CURRENT,54412.4
CTR000091,2024-11-01,ACTIVE,CURRENT,53440.75
CTR000091,2024-12-01,ACTIVE,CURRENT,52469.1
CTR000091,2025-01-01,DELINQUENT,61-90,51497.45
CTR000091,2025-02-01,ACTIVE,CURRENT,50525.8
CTR000091,2025-03-01,ACTIVE,CURRENT,49554.15
CTR000091,2025-04-01,ACTIVE,CURRENT,48582.5
CTR000091,2025-05-01,ACTIVE,CURRENT,47610.85
CTR000091,2025-06-01,ACTIVE,CURRENT,46639.2
CTR000091,2025-07-01,DELINQUENT,31-60,45667.55
CTR000091,2025-08-01,ACTIVE,CURRENT,44695.9
CTR000091,2025-09-01,DELINQUENT,61-90,43724.25
CTR000091,2025-10-01,ACTIVE,CURRENT,42752.6
CTR000091,2025-11-01,ACTIVE,CURRENT,41780.95
CTR000091,2025-12-01,ACTIVE,CURRENT,40809.3
CTR000091,2026-01-01,ACTIVE,CURRENT,39837.65
CTR000091,2026-02-01,ACTIVE,CURRENT,38866.0
CTR000091,2026-03-01,ACTIVE,CURRENT,37894.35
CTR000091,2026-04-01,ACTIVE,CURRENT,36922.7
CTR000091,2026-05-01,ACTIVE,CURRENT,35951.05
CTR000092,2025-01-09,ACTIVE,CURRENT,42223.0
CTR000092,2025-02-01,ACTIVE,CURRENT,41519.28
CTR000092,2025-03-01,ACTIVE,CURRENT,40815.57
CTR000092,2025-04-01,ACTIVE,CURRENT,40111.85
CTR000092,2025-05-01,ACTIVE,CURRENT,39408.13
CTR000092,2025-06-01,ACTIVE,CURRENT,38704.42
CTR000092,2025-07-01,ACTIVE,CURRENT,38000.7
CTR000092,2025-08-01,ACTIVE,CURRENT,37296.98
CTR000092,2025-09-01,DELINQUENT,31-60,36593.27
CTR000092,2025-10-01,ACTIVE,CURRENT,35889.55
CTR000092,2025-11-01,ACTIVE,CURRENT,35185.83
CTR000092,2025-12-01,ACTIVE,CURRENT,34482.12
CTR000092,2026-01-01,ACTIVE,CURRENT,33778.4
CTR000092,2026-02-01,ACTIVE,CURRENT,33074.68
CTR000092,2026-03-01,ACTIVE,CURRENT,32370.97
CTR000092,2026-04-01,ACTIVE,CURRENT,31667.25
CTR000092,2026-05-01,ACTIVE,CURRENT,30963.53
CTR000093,2025-04-08,ACTIVE,CURRENT,38070.0
CTR000093,2025-05-01,ACTIVE,CURRENT,37012.5
CTR000093,2025-06-01,DELINQUENT,31-60,35955.0
CTR000093,2025-07-01,ACTIVE,CURRENT,34897.5
CTR000093,2025-08-01,ACTIVE,CURRENT,33840.0
CTR000093,2025-09-01,ACTIVE,CURRENT,32782.5
CTR000093,2025-10-01,ACTIVE,CURRENT,31725.0
CTR000093,2025-11-01,ACTIVE,CURRENT,30667.5
CTR000093,2025-12-01,ACTIVE,CURRENT,29610.0
CTR000093,2026-01-01,ACTIVE,CURRENT,28552.5
CTR000093,2026-02-01,ACTIVE,CURRENT,27495.0
CTR000093,2026-03-01,ACTIVE,CURRENT,26437.5
CTR000093,2026-04-01,ACTIVE,CURRENT,25380.0
CTR000093,2026-05-01,DELINQUENT,1-30,24322.5
CTR000094,2024-01-02,ACTIVE,CURRENT,15218.0
CTR000094,2024-02-01,DELINQUENT,31-60,15006.64
CTR000094,2024-03-01,ACTIVE,CURRENT,14795.28
CTR000094,2024-04-01,ACTIVE,CURRENT,14583.92
CTR000094,2024-05-01,DELINQUENT,61-90,14372.56
CTR000094,2024-06-01,ACTIVE,CURRENT,14161.19
CTR000094,2024-07-01,ACTIVE,CURRENT,13949.83
CTR000094,2024-08-01,ACTIVE,CURRENT,13738.47
CTR000094,2024-09-01,ACTIVE,CURRENT,13527.11
CTR000094,2024-10-01,ACTIVE,CURRENT,13315.75
CTR000094,2024-11-01,DELINQUENT,31-60,13104.39
CTR000094,2024-12-01,ACTIVE,CURRENT,12893.03
CTR000094,2025-01-01,ACTIVE,CURRENT,12681.67
CTR000094,2025-02-01,ACTIVE,CURRENT,12470.31
CTR000094,2025-03-01,ACTIVE,CURRENT,12258.94
CTR000094,2025-04-01,ACTIVE,CURRENT,12047.58
CTR000094,2025-05-01,ACTIVE,CURRENT,11836.22
CTR000094,2025-06-01,ACTIVE,CURRENT,11624.86
CTR000094,2025-07-01,ACTIVE,CURRENT,11413.5
CTR000094,2025-08-01,ACTIVE,CURRENT,11202.14
CTR000094,2025-09-01,ACTIVE,CURRENT,10990.78
CTR000094,2025-10-01,ACTIVE,CURRENT,10779.42
CTR000094,2025-11-01,DELINQUENT,1-30,10568.06
CTR000094,2025-12-01,ACTIVE,CURRENT,10356.69
CTR000095,2023-02-23,ACTIVE,CURRENT,31380.0
CTR000095,2023-03-01,ACTIVE,CURRENT,30726.25
CTR000095,2023-04-01,ACTIVE,CURRENT,30072.5
CTR000095,2023-05-01,ACTIVE,CURRENT,29418.75
CTR000095,2023-06-01,ACTIVE,CURRENT,28765.0
CTR000095,2023-07-01,DELINQUENT,31-60,28111.25
CTR000095,2023-08-01,ACTIVE,CURRENT,27457.5
CTR000095,2023-09-01,ACTIVE,CURRENT,26803.75
CTR000095,2023-10-01,ACTIVE,CURRENT,26150.0
CTR000095,2023-11-01,ACTIVE,CURRENT,25496.25
CTR000095,2023-12-01,ACTIVE,CURRENT,24842.5
CTR000095,2024-01-01,ACTIVE,CURRENT,24188.75
CTR000095,2024-02-01,ACTIVE,CURRENT,23535.0
CTR000095,2024-03-01,ACTIVE,CURRENT,22881.25
CTR000095,2024-04-01,ACTIVE,CURRENT,22227.5
CTR000095,2024-05-01,ACTIVE,CURRENT,21573.75
CTR000095,2024-06-01,ACTIVE,CURRENT,20920.0
CTR000095,2024-07-01,ACTIVE,CURRENT,20266.25
CTR000095,2024-08-01,ACTIVE,CURRENT,19612.5
CTR000095,2024-09-01,ACTIVE,CURRENT,18958.75
CTR000095,2024-10-01,ACTIVE,CURRENT,18305.0
CTR000095,2024-11-01,ACTIVE,CURRENT,17651.25
CTR000095,2024-12-01,ACTIVE,CURRENT,16997.5
CTR000095,2025-01-01,ACTIVE,CURRENT,16343.75
CTR000096,2024-10-28,ACTIVE,CURRENT,19247.0
CTR000096,2024-11-01,ACTIVE,CURRENT,18926.22
CTR000096,2024-12-01,ACTIVE,CURRENT,18605.43
CTR000096,2025-01-01,ACTIVE,CURRENT,18284.65
CTR000096,2025-02-01,ACTIVE,CURRENT,17963.87
CTR000096,2025-03-01,ACTIVE,CURRENT,17643.08
CTR000096,2025-04-01,ACTIVE,CURRENT,17322.3
CTR000096,2025-05-01,ACTIVE,CURRENT,17001.52
CTR000096,2025-06-01,ACTIVE,CURRENT,16680.73
CTR000096,2025-07-01,ACTIVE,CURRENT,16359.95
CTR000096,2025-08-01,ACTIVE,CURRENT,16039.17
CTR000096,2025-09-01,ACTIVE,CURRENT,15718.38
CTR000096,2025-10-01,DELINQUENT,61-90,15397.6
CTR000096,2025-11-01,ACTIVE,CURRENT,15076.82
CTR000096,2025-12-01,ACTIVE,CURRENT,14756.03
CTR000096,2026-01-01,ACTIVE,CURRENT,14435.25
CTR000096,2026-02-01,ACTIVE,CURRENT,14114.47
CTR000096,2026-03-01,ACTIVE,CURRENT,13793.68
CTR000096,2026-04-01,ACTIVE,CURRENT,13472.9
CTR000096,2026-05-01,ACTIVE,CURRENT,13152.12
CTR000097,2023-01-24,ACTIVE,CURRENT,59697.0
CTR000097,2023-02-01,ACTIVE,CURRENT,58702.05
CTR000097,2023-03-01,DELINQUENT,31-60,57707.1
CTR000097,2023-04-01,ACTIVE,CURRENT,56712.15
CTR000097,2023-05-01,ACTIVE,CURRENT,55717.2
CTR000097,2023-06-01,ACTIVE,CURRENT,54722.25
CTR000097,2023-07-01,ACTIVE,CURRENT,53727.3
CTR000097,2023-08-01,ACTIVE,CURRENT,52732.35
CTR000097,2023-09-01,ACTIVE,CURRENT,51737.4
CTR000097,2023-10-01,ACTIVE,CURRENT,50742.45
CTR000097,2023-11-01,ACTIVE,CURRENT,49747.5
CTR000097,2023-12-01,ACTIVE,CURRENT,48752.55
CTR000097,2024-01-01,ACTIVE,CURRENT,47757.6
CTR000097,2024-02-01,ACTIVE,CURRENT,46762.65
CTR000097,2024-03-01,ACTIVE,CURRENT,45767.7
CTR000097,2024-04-01,ACTIVE,CURRENT,44772.75
CTR000097,2024-05-01,ACTIVE,CURRENT,43777.8
CTR000097,2024-06-01,ACTIVE,CURRENT,42782.85
CTR000097,2024-07-01,ACTIVE,CURRENT,41787.9
CTR000097,2024-08-01,ACTIVE,CURRENT,40792.95
CTR000097,2024-09-01,DELINQUENT,31-60,39798.0
CTR000097,2024-10-01,DELINQUENT,1-30,38803.05
CTR000097,2024-11-01,ACTIVE,CURRENT,37808.1
CTR000097,2024-12-01,ACTIVE,CURRENT,36813.15
CTR000098,2025-01-23,ACTIVE,CURRENT,48525.0
CTR000098,2025-02-01,ACTIVE,CURRENT,47716.25
CTR000098,2025-03-01,ACTIVE,CURRENT,46907.5
CTR000098,2025-04-01,ACTIVE,CURRENT,46098.75
CTR000098,2025-05-01,ACTIVE,CURRENT,45290.0
CTR000098,2025-06-01,ACTIVE,CURRENT,44481.25
CTR000098,2025-07-01,ACTIVE,CURRENT,43672.5
CTR000098,2025-08-01,ACTIVE,CURRENT,42863.75
CTR000098,2025-09-01,ACTIVE,CURRENT,42055.0
CTR000098,2025-10-01,ACTIVE,CURRENT,41246.25
CTR000098,2025-11-01,ACTIVE,CURRENT,40437.5
CTR000098,2025-12-01,DELINQUENT,31-60,39628.75
CTR000098,2026-01-01,ACTIVE,CURRENT,38820.0
CTR000098,2026-02-01,ACTIVE,CURRENT,38011.25
CTR000098,2026-03-01,ACTIVE,CURRENT,37202.5
CTR000098,2026-04-01,ACTIVE,CURRENT,36393.75
CTR000098,2026-05-01,ACTIVE,CURRENT,35585.0
CTR000099,2024-06-29,ACTIVE,CURRENT,57076.0
CTR000099,2024-07-01,ACTIVE,CURRENT,56124.73
CTR000099,2024-08-01,ACTIVE,CURRENT,55173.47
CTR000099,2024-09-01,ACTIVE,CURRENT,54222.2
CTR000099,2024-10-01,ACTIVE,CURRENT,53270.93
CTR000099,2024-11-01,ACTIVE,CURRENT,52319.67
CTR000099,2024-12-01,ACTIVE,CURRENT,51368.4
CTR000099,2025-01-01,ACTIVE,CURRENT,50417.13
CTR000099,2025-02-01,ACTIVE,CURRENT,49465.87
CTR000099,2025-03-01,ACTIVE,CURRENT,48514.6
CTR000099,2025-04-01,ACTIVE,CURRENT,47563.33
CTR000099,2025-05-01,ACTIVE,CURRENT,46612.07
CTR000099,2025-06-01,ACTIVE,CURRENT,45660.8
CTR000099,2025-07-01,ACTIVE,CURRENT,44709.53
CTR000099,2025-08-01,ACTIVE,CURRENT,43758.27
CTR000099,2025-09-01,ACTIVE,CURRENT,42807.0
CTR000099,2025-10-01,ACTIVE,CURRENT,41855.73
CTR000099,2025-11-01,ACTIVE,CURRENT,40904.47
CTR000099,2025-12-01,DELINQUENT,1-30,39953.2
CTR000099,2026-01-01,ACTIVE,CURRENT,39001.93
CTR000099,2026-02-01,ACTIVE,CURRENT,38050.67
CTR000099,2026-03-01,ACTIVE,CURRENT,37099.4
CTR000099,2026-04-01,ACTIVE,CURRENT,36148.13
CTR000099,2026-05-01,ACTIVE,CURRENT,35196.87
CTR000100,2024-08-27,ACTIVE,CURRENT,72682.0
CTR000100,2024-09-01,ACTIVE,CURRENT,71167.79
CTR000100,2024-10-01,ACTIVE,CURRENT,69653.58
CTR000100,2024-11-01,ACTIVE,CURRENT,68139.38
CTR000100,2024-12-01,ACTIVE,CURRENT,66625.17
CTR000100,2025-01-01,ACTIVE,CURRENT,65110.96
CTR000100,2025-02-01,ACTIVE,CURRENT,63596.75
CTR000100,2025-03-01,ACTIVE,CURRENT,62082.54
CTR000100,2025-04-01,DELINQUENT,31-60,60568.33
CTR000100,2025-05-01,ACTIVE,CURRENT,59054.13
CTR000100,2025-06-01,ACTIVE,CURRENT,57539.92
CTR000100,2025-07-01,ACTIVE,CURRENT,56025.71
CTR000100,2025-08-01,ACTIVE,CURRENT,54511.5
CTR000100,2025-09-01,ACTIVE,CURRENT,52997.29
CTR000100,2025-10-01,ACTIVE,CURRENT,51483.08
CTR000100,2025-11-01,ACTIVE,CURRENT,49968.87
CTR000100,2025-12-01,ACTIVE,CURRENT,48454.67
CTR000100,2026-01-01,ACTIVE,CURRENT,46940.46
CTR000100,2026-02-01,ACTIVE,CURRENT,45426.25
CTR000100,2026-03-01,ACTIVE,CURRENT,43912.04
CTR000100,2026-04-01,ACTIVE,CURRENT,42397.83
CTR000100,2026-05-01,ACTIVE,CURRENT,40883.62
CTR000101,2024-06-01,ACTIVE,CURRENT,67249.0
CTR000101,2024-07-01,ACTIVE,CURRENT,65847.98
CTR000101,2024-08-01,ACTIVE,CURRENT,64446.96
CTR000101,2024-09-01,DELINQUENT,1-30,63045.94
CTR000101,2024-10-01,ACTIVE,CURRENT,61644.92
CTR000101,2024-11-01,ACTIVE,CURRENT,60243.9
CTR000101,2024-12-01,ACTIVE,CURRENT,58842.87
CTR000101,2025-01-01,ACTIVE,CURRENT,57441.85
CTR000101,2025-02-01,ACTIVE,CURRENT,56040.83
CTR000101,2025-03-01,ACTIVE,CURRENT,54639.81
CTR000101,2025-04-01,ACTIVE,CURRENT,53238.79
CTR000101,2025-05-01,ACTIVE,CURRENT,51837.77
CTR000101,2025-06-01,ACTIVE,CURRENT,50436.75
CTR000101,2025-07-01,ACTIVE,CURRENT,49035.73
CTR000101,2025-08-01,ACTIVE,CURRENT,47634.71
CTR000101,2025-09-01,ACTIVE,CURRENT,46233.69
CTR000101,2025-10-01,ACTIVE,CURRENT,44832.67
CTR000101,2025-11-01,ACTIVE,CURRENT,43431.65
CTR000101,2025-12-01,ACTIVE,CURRENT,42030.62
CTR000101,2026-01-01,ACTIVE,CURRENT,40629.6
CTR000101,2026-02-01,ACTIVE,CURRENT,39228.58
CTR000101,2026-03-01,ACTIVE,CURRENT,37827.56
CTR000101,2026-04-01,ACTIVE,CURRENT,36426.54
CTR000101,2026-05-01,ACTIVE,CURRENT,35025.52
CTR000102,2024-04-15,ACTIVE,CURRENT,64917.0
CTR000102,2024-05-01,ACTIVE,CURRENT,63113.75
CTR000102,2024-06-01,ACTIVE,CURRENT,61310.5
CTR000102,2024-07-01,ACTIVE,CURRENT,59507.25
CTR000102,2024-08-01,ACTIVE,CURRENT,57704.0
CTR000102,2024-09-01,ACTIVE,CURRENT,55900.75
CTR000102,2024-10-01,ACTIVE,CURRENT,54097.5
CTR000102,2024-11-01,ACTIVE,CURRENT,52294.25
CTR000102,2024-12-01,ACTIVE,CURRENT,50491.0
CTR000102,2025-01-01,ACTIVE,CURRENT,48687.75
CTR000102,2025-02-01,ACTIVE,CURRENT,46884.5
CTR000102,2025-03-01,ACTIVE,CURRENT,45081.25
CTR000102,2025-04-01,ACTIVE,CURRENT,43278.0
CTR000102,2025-05-01,ACTIVE,CURRENT,41474.75
CTR000102,2025-06-01,ACTIVE,CURRENT,39671.5
CTR000102,2025-07-01,ACTIVE,CURRENT,37868.25
CTR000102,2025-08-01,ACTIVE,CURRENT,36065.0
CTR000102,2025-09-01,ACTIVE,CURRENT,34261.75
CTR000102,2025-10-01,ACTIVE,CURRENT,32458.5
CTR000102,2025-11-01,ACTIVE,CURRENT,30655.25
CTR000102,2025-12-01,ACTIVE,CURRENT,28852.0
CTR000102,2026-01-01,ACTIVE,CURRENT,27048.75
CTR000102,2026-02-01,ACTIVE,CURRENT,25245.5
CTR000102,2026-03-01,ACTIVE,CURRENT,23442.25
CTR000104,2024-09-24,ACTIVE,CURRENT,49877.0
CTR000104,2024-10-01,DELINQUENT,61-90,49184.26
CTR000104,2024-11-01,ACTIVE,CURRENT,48491.53
CTR000104,2024-12-01,ACTIVE,CURRENT,47798.79
CTR000104,2025-01-01,ACTIVE,CURRENT,47106.06
CTR000104,2025-02-01,DELINQUENT,31-60,46413.32
CTR000104,2025-03-01,ACTIVE,CURRENT,45720.58
CTR000104,2025-04-01,ACTIVE,CURRENT,45027.85
CTR000104,2025-05-01,ACTIVE,CURRENT,44335.11
CTR000104,2025-06-01,ACTIVE,CURRENT,43642.38
CTR000104,2025-07-01,ACTIVE,CURRENT,42949.64
CTR000104,2025-08-01,ACTIVE,CURRENT,42256.9
CTR000104,2025-09-01,ACTIVE,CURRENT,41564.17
CTR000104,2025-10-01,ACTIVE,CURRENT,40871.43
CTR000104,2025-11-01,ACTIVE,CURRENT,40178.69
CTR000104,2025-12-01,ACTIVE,CURRENT,39485.96
CTR000104,2026-01-01,DELINQUENT,61-90,38793.22
CTR000104,2026-02-01,ACTIVE,CURRENT,38100.49
CTR000104,2026-03-01,ACTIVE,CURRENT,37407.75
CTR000104,2026-04-01,ACTIVE,CURRENT,36715.01
CTR000104,2026-05-01,DELINQUENT,61-90,36022.28
CTR000105,2025-06-15,ACTIVE,CURRENT,21197.0
CTR000105,2025-07-01,ACTIVE,CURRENT,20902.6
CTR000105,2025-08-01,ACTIVE,CURRENT,20608.19
CTR000105,2025-09-01,ACTIVE,CURRENT,20313.79
CTR000105,2025-10-01,ACTIVE,CURRENT,20019.39
CTR000105,2025-11-01,DELINQUENT,31-60,19724.99
CTR000105,2025-12-01,ACTIVE,CURRENT,19430.58
CTR000105,2026-01-01,ACTIVE,CURRENT,19136.18
CTR000105,2026-02-01,ACTIVE,CURRENT,18841.78
CTR000105,2026-03-01,ACTIVE,CURRENT,18547.38
CTR000105,2026-04-01,ACTIVE,CURRENT,18252.97
CTR000105,2026-05-01,ACTIVE,CURRENT,17958.57
CTR000106,2024-03-16,ACTIVE,CURRENT,25131.0
CTR000106,2024-04-01,ACTIVE,CURRENT,24781.96
CTR000106,2024-05-01,ACTIVE,CURRENT,24432.92
CTR000106,2024-06-01,ACTIVE,CURRENT,24083.87
CTR000106,2024-07-01,ACTIVE,CURRENT,23734.83
CTR000106,2024-08-01,ACTIVE,CURRENT,23385.79
CTR000106,2024-09-01,ACTIVE,CURRENT,23036.75
CTR000106,2024-10-01,ACTIVE,CURRENT,22687.71
CTR000106,2024-11-01,ACTIVE,CURRENT,22338.67
CTR000106,2024-12-01,ACTIVE,CURRENT,21989.62
CTR000106,2025-01-01,DELINQUENT,1-30,21640.58
CTR000106,2025-02-01,ACTIVE,CURRENT,21291.54
CTR000106,2025-03-01,DELINQUENT,1-30,20942.5
CTR000106,2025-04-01,ACTIVE,CURRENT,20593.46
CTR000106,2025-05-01,ACTIVE,CURRENT,20244.42
CTR000106,2025-06-01,ACTIVE,CURRENT,19895.37
CTR000106,2025-07-01,ACTIVE,CURRENT,19546.33
CTR000106,2025-08-01,DELINQUENT,61-90,19197.29
CTR000106,2025-09-01,DELINQUENT,1-30,18848.25
CTR000106,2025-10-01,ACTIVE,CURRENT,18499.21
CTR000106,2025-11-01,ACTIVE,CURRENT,18150.17
CTR000106,2025-12-01,ACTIVE,CURRENT,17801.12
CTR000106,2026-01-01,ACTIVE,CURRENT,17452.08
CTR000106,2026-02-01,ACTIVE,CURRENT,17103.04
CTR000107,2024-10-09,ACTIVE,CURRENT,38195.0
CTR000107,2024-11-01,ACTIVE,CURRENT,37399.27
CTR000107,2024-12-01,ACTIVE,CURRENT,36603.54
CTR000107,2025-01-01,ACTIVE,CURRENT,35807.81
CTR000107,2025-02-01,ACTIVE,CURRENT,35012.08
CTR000107,2025-03-01,ACTIVE,CURRENT,34216.35
CTR000107,2025-04-01,ACTIVE,CURRENT,33420.63
CTR000107,2025-05-01,ACTIVE,CURRENT,32624.9
CTR000107,2025-06-01,ACTIVE,CURRENT,31829.17
CTR000107,2025-07-01,ACTIVE,CURRENT,31033.44
CTR000107,2025-08-01,ACTIVE,CURRENT,30237.71
CTR000107,2025-09-01,ACTIVE,CURRENT,29441.98
CTR000107,2025-10-01,ACTIVE,CURRENT,28646.25
CTR000107,2025-11-01,ACTIVE,CURRENT,27850.52
CTR000107,2025-12-01,ACTIVE,CURRENT,27054.79
CTR000107,2026-01-01,ACTIVE,CURRENT,26259.06
CTR000107,2026-02-01,ACTIVE,CURRENT,25463.33
CTR000107,2026-03-01,ACTIVE,CURRENT,24667.6
CTR000107,2026-04-01,ACTIVE,CURRENT,23871.88
CTR000107,2026-05-01,ACTIVE,CURRENT,23076.15
CTR000108,2024-02-25,ACTIVE,CURRENT,61967.0
CTR000108,2024-03-01,ACTIVE,CURRENT,60245.69
CTR000108,2024-04-01,ACTIVE,CURRENT,58524.39
CTR000108,2024-05-01,ACTIVE,CURRENT,56803.08
CTR000108,2024-06-01,ACTIVE,CURRENT,55081.78
CTR000108,2024-07-01,ACTIVE,CURRENT,53360.47
CTR000108,2024-08-01,ACTIVE,CURRENT,51639.17
CTR000108,2024-09-01,ACTIVE,CURRENT,49917.86
CTR000108,2024-10-01,ACTIVE,CURRENT,48196.56
CTR000108,2024-11-01,DELINQUENT,31-60,46475.25
CTR000108,2024-12-01,ACTIVE,CURRENT,44753.94
CTR000108,2025-01-01,ACTIVE,CURRENT,43032.64
CTR000108,2025-02-01,ACTIVE,CURRENT,41311.33
CTR000108,2025-03-01,ACTIVE,CURRENT,39590.03
CTR000108,2025-04-01,ACTIVE,CURRENT,37868.72
CTR000108,2025-05-01,ACTIVE,CURRENT,36147.42
CTR000108,2025-06-01,ACTIVE,CURRENT,34426.11
CTR000108,2025-07-01,ACTIVE,CURRENT,32704.81
CTR000108,2025-08-01,ACTIVE,CURRENT,30983.5
CTR000108,2025-09-01,ACTIVE,CURRENT,29262.19
CTR000108,2025-10-01,DELINQUENT,31-60,27540.89
CTR000108,2025-11-01,DELINQUENT,61-90,25819.58
CTR000108,2025-12-01,ACTIVE,CURRENT,24098.28
CTR000108,2026-01-01,ACTIVE,CURRENT,22376.97
CTR000109,2024-11-11,ACTIVE,CURRENT,62268.0
CTR000109,2024-12-01,ACTIVE,CURRENT,61230.2
CTR000109,2025-01-01,ACTIVE,CURRENT,60192.4
CTR000109,2025-02-01,ACTIVE,CURRENT,59154.6
CTR000109,2025-03-01,ACTIVE,CURRENT,58116.8
CTR000109,2025-04-01,ACTIVE,CURRENT,57079.0
CTR000109,2025-05-01,ACTIVE,CURRENT,56041.2
CTR000109,2025-06-01,ACTIVE,CURRENT,55003.4
CTR000109,2025-07-01,ACTIVE,CURRENT,53965.6
CTR000109,2025-08-01,DELINQUENT,31-60,52927.8
CTR000109,2025-09-01,ACTIVE,CURRENT,51890.0
CTR000109,2025-10-01,ACTIVE,CURRENT,50852.2
CTR000109,2025-11-01,ACTIVE,CURRENT,49814.4
CTR000109,2025-12-01,ACTIVE,CURRENT,48776.6
CTR000109,2026-01-01,DELINQUENT,1-30,47738.8
CTR000109,2026-02-01,ACTIVE,CURRENT,46701.0
CTR000109,2026-03-01,ACTIVE,CURRENT,45663.2
CTR000109,2026-04-01,DELINQUENT,61-90,44625.4
CTR000109,2026-05-01,ACTIVE,CURRENT,43587.6
CTR000110,2025-08-28,ACTIVE,CURRENT,64140.0
CTR000110,2025-09-01,ACTIVE,CURRENT,62803.75
CTR000110,2025-10-01,ACTIVE,CURRENT,61467.5
CTR000110,2025-11-01,ACTIVE,CURRENT,60131.25
CTR000110,2025-12-01,DELINQUENT,31-60,58795.0
CTR000110,2026-01-01,ACTIVE,CURRENT,57458.75
CTR000110,2026-02-01,ACTIVE,CURRENT,56122.5
CTR000110,2026-03-01,ACTIVE,CURRENT,54786.25
CTR000110,2026-04-01,DELINQUENT,31-60,53450.0
